RequestID,Subject,Description,Category,Department,Requester,Technician,Request Mode,Created Time,Resolved Time,Request Status,Priority
70168,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,Manufacturing,Employee 2599,Tech 05,E-Mail,2025-07-16 19:51:19,2025-07-18 09:33:15,Closed,Low
70182,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Finance,Employee 9020,Tech 11,Web Form,2025-08-13 03:39:12,2025-08-18 03:00:17,Closed,Low
70308,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Field Sales,Employee 7337,Tech 05,Phone Call,2025-07-07 23:23:50,2025-07-08 15:03:24,Closed,High
70109,Software install request,Software install request. Raised via self-service portal.,Software,Quality,Employee 9701,Tech 07,E-Mail,2025-08-20 04:34:13,2025-08-20 10:27:18,Closed,Low
70252,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,HR,Employee 3206,Tech 12,Phone Call,2025-07-10 07:02:28,2025-07-11 04:24:38,Resolved,High
70314,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Manufacturing,Employee 6697,Tech 02,Web Form,2025-07-29 22:35:03,2025-07-30 05:16:00,Closed,High
70354,Approval stuck for laptop request,Approval stuck for laptop request. Raised via self-service portal.,Workflow,Finance,Employee 3107,Tech 04,E-Mail,2025-06-13 00:55:27,,On Hold,High
70224,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,Supply Chain,Employee 4479,Tech 08,E-Mail,2025-08-05 12:35:35,2025-08-10 02:46:49,Closed,Medium
70358,Approval stuck for laptop request,Approval stuck for laptop request. Raised via self-service portal.,Workflow,IT,Employee 4744,Tech 09,Phone Call,2025-07-28 14:25:36,2025-07-30 17:57:34,Closed,High
70045,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,IT,Employee 4488,Tech 03,Web Form,2025-08-28 18:51:30,2025-08-30 04:28:44,Closed,Low
70118,Software install request,Software install request. Raised via self-service portal.,Software,HR,Employee 4958,Tech 03,Web Form,2025-08-27 03:19:20,2025-08-28 21:56:57,Closed,Medium
70184,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Quality,Employee 7924,Tech 05,Web Form,2025-08-11 18:11:55,,Open,Medium
70030,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,R&D,Employee 4157,Tech 03,E-Mail,2025-07-05 07:35:53,2025-07-05 10:07:00,Resolved,Medium
70023,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,Finance,Employee 6054,Tech 12,E-Mail,2025-06-26 13:12:05,,On Hold,High
70121,Software install request,Software install request. Raised via self-service portal.,Software,Marketing,Employee 4028,Tech 09,E-Mail,2025-08-06 17:47:26,2025-08-07 17:27:50,Resolved,Low
70271,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Marketing,Employee 5463,Tech 08,E-Mail,2025-07-14 07:02:41,2025-07-15 16:53:16,Resolved,Low
70031,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,IT,Employee 9597,Tech 08,Web Form,2025-07-11 05:24:53,2025-07-11 07:31:14,Resolved,High
70280,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Regulatory Affairs,Employee 9522,Tech 10,Phone Call,2025-08-04 16:13:04,2025-08-05 17:40:59,Closed,Medium
70101,Software install request,Software install request. Raised via self-service portal.,Software,Finance,Employee 5985,Tech 05,Web Form,2025-07-29 14:20:34,,On Hold,High
70096,Software install request,Software install request. Raised via self-service portal.,Software,Marketing,Employee 7772,Tech 07,Phone Call,2025-06-25 03:01:15,,On Hold,Low
70141,License required for design tool,License required for design tool. Raised via self-service portal.,Software,Supply Chain,Employee 8562,Tech 08,Phone Call,2025-07-19 12:29:53,2025-07-20 17:34:02,Resolved,Medium
70081,Leaver access revocation,Leaver access revocation. Raised via self-service portal.,User Lifecycle,Regulatory Affairs,Employee 8741,Tech 04,E-Mail,2025-06-03 07:18:48,2025-06-04 16:04:00,Closed,Medium
70309,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Field Sales,Employee 7733,Tech 12,Web Form,2025-06-27 00:39:45,2025-06-27 01:47:35,Resolved,High
70145,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,Finance,Employee 4982,Tech 02,E-Mail,2025-07-19 12:16:13,2025-07-20 12:44:46,Closed,Low
70053,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,Quality,Employee 9985,Tech 07,E-Mail,2025-08-16 00:03:30,2025-08-16 16:06:19,Closed,High
70039,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,HR,Employee 7025,Tech 12,Phone Call,2025-06-21 19:33:15,2025-06-21 21:27:54,Closed,Low
70042,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,Regulatory Affairs,Employee 4574,Tech 12,E-Mail,2025-07-26 07:24:46,2025-07-28 11:45:22,Closed,Medium
70305,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Supply Chain,Employee 4150,Tech 03,Phone Call,2025-08-02 22:24:02,,On Hold,High
70163,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,Regulatory Affairs,Employee 7775,Tech 01,Phone Call,2025-08-14 03:58:27,2025-08-15 06:31:35,Closed,High
70080,Leaver access revocation,Leaver access revocation. Raised via self-service portal.,User Lifecycle,Marketing,Employee 1486,Tech 03,Phone Call,2025-07-19 20:21:56,,On Hold,Medium
70052,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,Quality,Employee 6664,Tech 04,Web Form,2025-07-09 23:05:02,2025-07-12 14:58:17,Closed,Low
70239,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,Field Sales,Employee 8884,Tech 07,Phone Call,2025-08-06 19:28:13,,On Hold,High
70349,Approval stuck for laptop request,Approval stuck for laptop request. Raised via self-service portal.,Workflow,Field Sales,Employee 9741,Tech 04,Web Form,2025-08-13 18:43:21,2025-08-17 02:35:59,Resolved,Low
70123,Software install request,Software install request. Raised via self-service portal.,Software,Finance,Employee 8409,Tech 10,Phone Call,2025-06-29 17:55:54,2025-07-01 12:49:01,Closed,High
70054,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,Finance,Employee 5669,Tech 05,Web Form,2025-07-10 07:37:17,2025-07-11 08:25:07,Closed,High
70171,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,Quality,Employee 8676,Tech 12,Web Form,2025-08-11 09:41:29,2025-08-11 15:58:47,Resolved,Low
70178,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Marketing,Employee 4016,Tech 01,E-Mail,2025-08-18 03:09:52,2025-08-24 17:49:37,Closed,Medium
70084,Leaver access revocation,Leaver access revocation. Raised via self-service portal.,User Lifecycle,R&D,Employee 2570,Tech 09,Web Form,2025-08-29 04:15:58,2025-08-29 12:25:22,Closed,High
70041,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,IT,Employee 4515,Tech 04,Phone Call,2025-07-20 07:18:26,,Open,Low
70130,License required for design tool,License required for design tool. Raised via self-service portal.,Software,Quality,Employee 1865,Tech 09,E-Mail,2025-08-22 06:30:53,2025-08-22 16:01:02,Closed,Low
70323,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,HR,Employee 7346,Tech 09,Phone Call,2025-07-02 11:45:20,2025-07-02 18:09:42,Closed,Low
70350,Approval stuck for laptop request,Approval stuck for laptop request. Raised via self-service portal.,Workflow,Marketing,Employee 2498,Tech 04,E-Mail,2025-07-14 11:48:11,2025-07-17 17:14:03,Closed,Low
70002,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,Regulatory Affairs,Employee 5893,Tech 01,E-Mail,2025-08-21 12:30:53,2025-08-21 14:32:11,Resolved,Low
70206,Monitor flickering,Monitor flickering. Raised via self-service portal.,Hardware,Regulatory Affairs,Employee 4150,Tech 09,E-Mail,2025-08-19 13:30:05,2025-08-22 03:14:37,Resolved,Medium
70246,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,Marketing,Employee 5240,Tech 12,Web Form,2025-06-25 13:29:46,2025-06-26 04:38:55,Closed,Medium
70012,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,Regulatory Affairs,Employee 8562,Tech 11,Phone Call,2025-06-16 20:30:55,2025-06-16 22:38:03,Closed,Medium
70077,Leaver access revocation,Leaver access revocation. Raised via self-service portal.,User Lifecycle,IT,Employee 5724,Tech 01,E-Mail,2025-06-28 03:56:37,2025-06-28 16:39:37,Closed,High
70351,Approval stuck for laptop request,Approval stuck for laptop request. Raised via self-service portal.,Workflow,Supply Chain,Employee 9152,Tech 12,E-Mail,2025-07-04 21:47:40,2025-07-10 11:32:09,Closed,Medium
70311,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,R&D,Employee 7625,Tech 05,E-Mail,2025-07-15 07:59:28,2025-07-15 11:37:30,Closed,Medium
70175,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Supply Chain,Employee 7082,Tech 04,E-Mail,2025-07-26 18:27:59,2025-07-30 03:47:42,Closed,High
70211,Monitor flickering,Monitor flickering. Raised via self-service portal.,Hardware,Field Sales,Employee 6720,Tech 03,Web Form,2025-08-02 13:46:03,2025-08-05 08:14:54,Closed,High
70172,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,Quality,Employee 6947,Tech 01,Web Form,2025-06-23 20:53:54,2025-06-24 04:42:07,Closed,Low
70068,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,Supply Chain,Employee 5673,Tech 10,Phone Call,2025-07-29 02:05:16,2025-07-31 22:19:43,Closed,High
70082,Leaver access revocation,Leaver access revocation. Raised via self-service portal.,User Lifecycle,IT,Employee 7025,Tech 02,Phone Call,2025-08-27 12:33:17,,On Hold,Low
70236,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,Marketing,Employee 9432,Tech 04,Phone Call,2025-07-11 12:42:40,,On Hold,Medium
70318,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Field Sales,Employee 1248,Tech 11,Web Form,2025-08-18 02:27:05,2025-08-18 09:33:33,Closed,Low
70216,Monitor flickering,Monitor flickering. Raised via self-service portal.,Hardware,Field Sales,Employee 7771,Tech 07,Phone Call,2025-08-11 01:31:22,2025-08-12 05:12:15,Resolved,Medium
70181,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Manufacturing,Employee 6504,Tech 12,E-Mail,2025-06-13 00:33:14,2025-06-19 19:42:38,Resolved,Medium
70242,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,Supply Chain,Employee 3794,Tech 08,Web Form,2025-08-14 12:57:32,2025-08-14 17:35:05,Closed,Low
70290,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,HR,Employee 5716,Tech 11,E-Mail,2025-08-10 15:35:12,2025-08-11 14:09:18,Closed,High
70157,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,IT,Employee 8372,Tech 07,E-Mail,2025-08-24 22:27:42,2025-08-25 15:11:13,Closed,High
70207,Monitor flickering,Monitor flickering. Raised via self-service portal.,Hardware,Finance,Employee 3981,Tech 08,E-Mail,2025-08-25 03:34:45,2025-08-26 07:00:38,Closed,Low
70345,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,Finance,Employee 6088,Tech 12,Web Form,2025-07-28 15:42:49,,Open,High
70086,Leaver access revocation,Leaver access revocation. Raised via self-service portal.,User Lifecycle,R&D,Employee 4126,Tech 07,Web Form,2025-08-12 04:11:55,2025-08-13 02:34:52,Closed,High
70061,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,HR,Employee 6284,Tech 10,E-Mail,2025-08-04 13:19:22,2025-08-07 07:32:16,Closed,Low
70338,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,Regulatory Affairs,Employee 8316,Tech 10,E-Mail,2025-07-27 20:55:30,2025-07-28 09:15:47,Closed,High
70139,License required for design tool,License required for design tool. Raised via self-service portal.,Software,Marketing,Employee 7627,Tech 06,E-Mail,2025-07-16 07:12:33,2025-07-16 20:46:23,Closed,High
70260,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,Supply Chain,Employee 5455,Tech 08,E-Mail,2025-08-14 19:02:34,2025-08-15 17:19:41,Closed,Low
70188,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,IT,Employee 2356,Tech 02,Web Form,2025-08-15 15:47:56,2025-08-18 16:36:19,Closed,Low
70148,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,HR,Employee 1881,Tech 09,Web Form,2025-06-10 17:52:25,2025-06-11 05:35:54,Resolved,Low
70200,Monitor flickering,Monitor flickering. Raised via self-service portal.,Hardware,R&D,Employee 6842,Tech 04,Phone Call,2025-06-23 13:48:59,,On Hold,Medium
70003,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,Quality,Employee 1349,Tech 08,E-Mail,2025-08-14 18:32:41,2025-08-14 20:40:32,Closed,Medium
70119,Software install request,Software install request. Raised via self-service portal.,Software,Regulatory Affairs,Employee 4196,Tech 04,E-Mail,2025-08-18 17:04:08,2025-08-20 14:05:08,Resolved,Low
70240,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,HR,Employee 5219,Tech 04,Phone Call,2025-07-09 05:50:34,2025-07-11 19:22:17,Closed,Medium
70193,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,R&D,Employee 3512,Tech 11,Web Form,2025-08-25 06:28:42,2025-09-03 21:11:37,Closed,Low
70341,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,R&D,Employee 8330,Tech 06,E-Mail,2025-07-13 00:15:54,2025-07-15 22:10:59,Closed,Low
70069,Leaver access revocation,Leaver access revocation. Raised via self-service portal.,User Lifecycle,HR,Employee 8705,Tech 05,Web Form,2025-07-22 01:46:12,2025-07-23 22:14:56,Closed,Low
70346,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,IT,Employee 6462,Tech 05,Web Form,2025-07-09 06:56:11,2025-07-12 15:50:35,Closed,High
70328,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,HR,Employee 4386,Tech 06,Web Form,2025-07-31 13:38:37,,On Hold,Medium
70183,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,R&D,Employee 4603,Tech 03,Web Form,2025-08-08 17:50:35,2025-08-12 15:28:43,Closed,Low
70223,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,Manufacturing,Employee 4830,Tech 08,Phone Call,2025-07-22 20:34:32,2025-07-25 21:56:14,Closed,Low
70095,Software install request,Software install request. Raised via self-service portal.,Software,Marketing,Employee 3382,Tech 03,Web Form,2025-06-20 09:17:17,2025-06-21 01:07:39,Closed,Low
70025,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,Regulatory Affairs,Employee 5023,Tech 11,E-Mail,2025-07-31 02:03:13,2025-07-31 05:50:55,Closed,High
70073,Leaver access revocation,Leaver access revocation. Raised via self-service portal.,User Lifecycle,Field Sales,Employee 8334,Tech 12,Phone Call,2025-06-09 04:14:47,,Open,Medium
70228,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,HR,Employee 5583,Tech 04,Phone Call,2025-06-27 07:20:56,2025-07-01 12:07:00,Closed,Low
70004,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,R&D,Employee 7728,Tech 01,Web Form,2025-07-09 22:15:10,2025-07-09 23:47:26,Closed,Low
70131,License required for design tool,License required for design tool. Raised via self-service portal.,Software,R&D,Employee 3646,Tech 04,Web Form,2025-06-25 22:53:00,2025-06-28 07:27:19,Resolved,High
70317,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Field Sales,Employee 4485,Tech 06,Phone Call,2025-07-14 19:32:55,,Open,High
70051,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,HR,Employee 7749,Tech 03,Web Form,2025-07-04 08:54:37,2025-07-05 16:27:55,Closed,Medium
70093,Software install request,Software install request. Raised via self-service portal.,Software,IT,Employee 2951,Tech 05,Phone Call,2025-08-21 05:31:36,2025-08-22 14:45:41,Closed,Medium
70196,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,R&D,Employee 3062,Tech 10,Web Form,2025-06-10 23:38:43,2025-06-15 04:34:39,Closed,Low
70283,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Finance,Employee 2301,Tech 07,Phone Call,2025-08-13 16:18:23,2025-08-15 12:25:41,Closed,Medium
70044,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,Field Sales,Employee 8061,Tech 10,Web Form,2025-07-15 01:42:25,2025-07-16 00:53:34,Closed,Medium
70286,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Quality,Employee 5246,Tech 05,Web Form,2025-08-17 16:23:32,,Open,Low
70035,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,Finance,Employee 7886,Tech 08,Phone Call,2025-07-19 08:36:02,,Open,High
70190,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Finance,Employee 2074,Tech 06,Web Form,2025-06-15 17:30:51,,Open,Medium
70065,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,Supply Chain,Employee 3225,Tech 06,Phone Call,2025-07-26 05:36:48,2025-07-27 01:20:29,Resolved,High
70247,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,IT,Employee 7035,Tech 03,Phone Call,2025-06-12 20:19:50,2025-06-13 17:55:05,Closed,Low
70275,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,HR,Employee 4670,Tech 12,Web Form,2025-08-17 16:09:25,,Open,Medium
70217,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,Field Sales,Employee 1816,Tech 12,Phone Call,2025-06-19 22:54:49,,Open,Low
70094,Software install request,Software install request. Raised via self-service portal.,Software,Finance,Employee 8917,Tech 06,Web Form,2025-06-05 13:56:51,2025-06-06 12:59:35,Closed,Low
70333,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,Quality,Employee 5356,Tech 03,Web Form,2025-08-19 21:10:47,2025-08-23 16:05:57,Closed,High
70076,Leaver access revocation,Leaver access revocation. Raised via self-service portal.,User Lifecycle,HR,Employee 3869,Tech 02,Phone Call,2025-06-16 01:34:35,2025-06-17 20:34:06,Closed,Medium
70303,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Regulatory Affairs,Employee 1232,Tech 11,Web Form,2025-06-18 17:48:28,2025-06-19 06:48:35,Closed,High
70136,License required for design tool,License required for design tool. Raised via self-service portal.,Software,Marketing,Employee 7607,Tech 11,E-Mail,2025-08-01 14:47:21,2025-08-03 00:18:06,Closed,High
70125,License required for design tool,License required for design tool. Raised via self-service portal.,Software,Supply Chain,Employee 5891,Tech 07,Phone Call,2025-06-25 13:30:56,,On Hold,Low
70324,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Field Sales,Employee 6958,Tech 08,E-Mail,2025-06-23 08:05:22,,Open,Low
70321,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Field Sales,Employee 5035,Tech 06,Phone Call,2025-07-26 05:21:56,2025-07-26 09:20:28,Closed,Medium
70327,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Supply Chain,Employee 3323,Tech 02,Web Form,2025-06-09 01:00:15,2025-06-09 06:40:47,Closed,High
70116,Software install request,Software install request. Raised via self-service portal.,Software,HR,Employee 9402,Tech 06,Phone Call,2025-06-20 11:20:28,2025-06-20 18:23:29,Resolved,Low
70174,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Finance,Employee 3325,Tech 07,Phone Call,2025-06-21 16:07:14,,Open,High
70212,Monitor flickering,Monitor flickering. Raised via self-service portal.,Hardware,HR,Employee 1792,Tech 03,Web Form,2025-07-08 10:13:00,,On Hold,High
70033,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,R&D,Employee 6630,Tech 09,E-Mail,2025-07-09 14:17:50,2025-07-09 15:27:21,Closed,Medium
70299,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Regulatory Affairs,Employee 3456,Tech 06,Web Form,2025-07-25 08:46:07,2025-07-26 20:02:30,Closed,Low
70261,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Regulatory Affairs,Employee 1833,Tech 10,E-Mail,2025-08-09 12:45:22,2025-08-09 22:57:32,Closed,Low
70352,Approval stuck for laptop request,Approval stuck for laptop request. Raised via self-service portal.,Workflow,Regulatory Affairs,Employee 5090,Tech 04,E-Mail,2025-06-15 08:01:28,2025-06-21 04:58:02,Closed,High
70253,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,Finance,Employee 1596,Tech 06,E-Mail,2025-08-05 00:08:12,2025-08-06 11:23:50,Closed,Medium
70331,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,R&D,Employee 4712,Tech 04,Web Form,2025-06-19 22:14:48,2025-06-20 05:23:07,Resolved,High
70005,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,IT,Employee 8232,Tech 05,Web Form,2025-06-02 04:13:52,,On Hold,Low
70251,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,R&D,Employee 2521,Tech 03,Web Form,2025-06-28 07:52:59,2025-06-29 16:12:15,Closed,High
70132,License required for design tool,License required for design tool. Raised via self-service portal.,Software,IT,Employee 6808,Tech 04,Web Form,2025-08-18 21:39:26,2025-08-21 07:32:46,Closed,High
70322,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Marketing,Employee 9148,Tech 06,E-Mail,2025-08-11 23:14:51,2025-08-12 02:28:19,Closed,Medium
70293,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Manufacturing,Employee 6776,Tech 04,Web Form,2025-06-28 19:05:30,,Open,High
70265,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Finance,Employee 4900,Tech 09,Web Form,2025-06-19 17:29:22,2025-06-21 04:48:00,Closed,High
70019,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,Finance,Employee 5764,Tech 10,Web Form,2025-08-24 11:46:30,,Open,Medium
70294,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Finance,Employee 8319,Tech 10,E-Mail,2025-06-01 21:49:32,2025-06-02 16:33:16,Closed,High
70113,Software install request,Software install request. Raised via self-service portal.,Software,Manufacturing,Employee 6119,Tech 07,Phone Call,2025-06-21 23:24:51,,Open,Low
70103,Software install request,Software install request. Raised via self-service portal.,Software,Finance,Employee 5076,Tech 01,Web Form,2025-06-10 04:26:46,2025-06-11 15:41:21,Resolved,Low
70058,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,R&D,Employee 5446,Tech 08,Web Form,2025-08-02 07:01:18,2025-08-04 09:41:43,Closed,High
70302,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Field Sales,Employee 6745,Tech 10,Web Form,2025-08-06 08:43:04,2025-08-07 19:47:13,Closed,High
70187,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Finance,Employee 2379,Tech 01,Phone Call,2025-06-28 16:18:31,2025-07-05 07:02:18,Closed,Medium
70330,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Supply Chain,Employee 5642,Tech 01,E-Mail,2025-06-19 15:16:27,2025-06-19 23:03:57,Closed,High
70205,Monitor flickering,Monitor flickering. Raised via self-service portal.,Hardware,HR,Employee 3951,Tech 11,Phone Call,2025-07-30 03:50:32,,Open,Medium
70266,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Finance,Employee 8237,Tech 11,Web Form,2025-06-19 18:16:17,2025-06-20 16:38:28,Closed,Low
70192,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Supply Chain,Employee 2488,Tech 01,Web Form,2025-07-14 14:14:00,2025-07-22 11:02:13,Resolved,Medium
70273,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Field Sales,Employee 8223,Tech 04,Web Form,2025-07-24 20:55:51,2025-07-25 11:12:40,Closed,Low
70189,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Manufacturing,Employee 4150,Tech 03,Web Form,2025-06-28 18:59:50,2025-07-03 15:03:27,Closed,High
70063,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,R&D,Employee 9488,Tech 06,E-Mail,2025-08-10 07:04:10,2025-08-10 22:05:13,Closed,High
70100,Software install request,Software install request. Raised via self-service portal.,Software,Marketing,Employee 4842,Tech 05,E-Mail,2025-07-30 22:24:17,2025-08-01 00:03:47,Closed,Medium
70112,Software install request,Software install request. Raised via self-service portal.,Software,IT,Employee 3360,Tech 01,Phone Call,2025-08-17 21:34:24,2025-08-18 14:43:19,Resolved,Low
70310,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Marketing,Employee 7620,Tech 07,Phone Call,2025-06-22 20:02:33,,Open,Low
70144,License required for design tool,License required for design tool. Raised via self-service portal.,Software,Finance,Employee 1135,Tech 12,Phone Call,2025-08-10 06:25:10,,Open,High
70194,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Quality,Employee 4250,Tech 05,Phone Call,2025-08-06 11:21:24,,On Hold,High
70329,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Finance,Employee 6579,Tech 11,Phone Call,2025-07-03 17:19:47,2025-07-03 23:48:24,Closed,Medium
70337,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,Marketing,Employee 6755,Tech 10,Phone Call,2025-07-01 23:15:23,2025-07-04 00:58:49,Closed,High
70027,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,R&D,Employee 5367,Tech 04,Web Form,2025-08-20 15:25:41,2025-08-20 16:18:47,Closed,High
70067,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,Finance,Employee 1754,Tech 06,Phone Call,2025-08-07 19:05:22,2025-08-08 14:34:37,Closed,Medium
70347,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,Marketing,Employee 2654,Tech 01,E-Mail,2025-07-22 22:42:15,2025-07-26 22:09:03,Closed,Low
70197,Monitor flickering,Monitor flickering. Raised via self-service portal.,Hardware,HR,Employee 1569,Tech 12,Phone Call,2025-07-26 17:02:30,2025-07-27 02:13:29,Closed,Low
70285,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Finance,Employee 5841,Tech 05,Phone Call,2025-07-05 08:18:49,2025-07-06 12:28:29,Resolved,Low
70092,Leaver access revocation,Leaver access revocation. Raised via self-service portal.,User Lifecycle,HR,Employee 3275,Tech 12,E-Mail,2025-07-26 22:41:22,,On Hold,Medium
