ID,Priority,Source,Requester Name,Subject,Description,Status,Agent Group Name,Agent Name,Created Date,Resolved Date,Requester Location,Department Name,Service Category,Sub Category,SLA Met
FLD190528,medium,email,Employee 4561,"SAP attendance period locked, cannot submit timesheet","SAP attendance period locked, cannot submit timesheet. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2479 Emp Code 2479 Mobile 98xxxxxx66 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,SAP Basis,Agent 12,30-04-2025 09:42:04 AM,05-05-2025 09:39:10 AM,Region West,HR,Application & Software,SAP,No
FLD190127,low,email,Employee 1605,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2648 Emp Code 2648 Mobile 98xxxxxx93 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 24,20-05-2025 12:57:58 AM,22-05-2025 08:49:41 AM,Plant B,Finance,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190320,medium,portal,Employee 4572,DetailPro slides not syncing on iPad,"DetailPro slides not syncing on iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1223 Emp Code 1223 Mobile 98xxxxxx43 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L2,Agent 08,02-05-2025 06:13:35 AM,,Plant B,Regulatory Affairs,Application & Software,DetailPro CLM,Yes
FLD190414,medium,portal,Employee 7265,Laptop running very slow after update,"Laptop running very slow after update. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9002 Emp Code 9002 Mobile 98xxxxxx42 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 07,11-03-2025 04:19:06 AM,13-03-2025 07:57:09 AM,Region West,Marketing,Hardware & Devices,Laptop,Yes
FLD190122,low,portal,Employee 1467,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1751 Emp Code 1751 Mobile 98xxxxxx97 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 22,14-04-2025 11:52:43 PM,17-04-2025 09:12:01 PM,Plant A,Marketing,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190501,medium,email,Employee 2641,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7289 Emp Code 7289 Mobile 98xxxxxx39 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 21,08-03-2025 07:36:58 PM,10-03-2025 02:04:29 PM,Plant A,Field Sales,Hardware & Devices,Mobile,Yes
FLD190726,medium,email,Employee 2306,"unable to access, request to resolve","unable to access, request to resolve. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9327 Emp Code 9327 Mobile 98xxxxxx92 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 20,19-06-2025 02:28:34 PM,21-06-2025 05:34:34 AM,Plant B,R&D,,,No
FLD190117,high,email,Employee 6319,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9694 Emp Code 9694 Mobile 98xxxxxx54 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Field Support L1,Agent 38,13-04-2025 11:48:10 AM,,Plant A,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190198,medium,email,Employee 2490,FieldHub attendance reset request 21 March,"FieldHub attendance reset request 10 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5119 Emp Code 5119 Mobile 98xxxxxx93 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 06,28-04-2025 02:25:43 PM,,Plant B,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190293,low,email,Employee 2080,DetailPro slides not syncing on iPad,"DetailPro slides not syncing on iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9226 Emp Code 9226 Mobile 98xxxxxx10 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L2,Agent 16,02-05-2025 01:02:16 PM,07-05-2025 02:24:05 AM,Region South,IT,Application & Software,DetailPro CLM,Yes
FLD190660,low,email,Employee 6568,sales assist not working,"sales assist not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6327 Emp Code 6327 Mobile 98xxxxxx66 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 12,17-06-2025 06:20:15 AM,17-06-2025 08:39:37 PM,Plant B,Field Sales,,,Yes
FLD190365,high,email,Employee 8565,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4508 Emp Code 4508 Mobile 98xxxxxx53 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Transfer to GXP Support,Endpoint Team,Agent 16,10-06-2025 02:48:08 AM,,Plant A,Field Sales,Hardware & Devices,iPad,Yes
FLD190676,low,email,Employee 6513,sales assist not working,"sales assist not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1619 Emp Code 1619 Mobile 98xxxxxx22 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 09,06-04-2025 05:24:25 AM,,Region South,Field Sales,,,Yes
FLD190240,high,portal,Employee 4917,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5172 Emp Code 5172 Mobile 98xxxxxx98 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 25,14-06-2025 07:14:14 PM,,Plant B,Field Sales,Application & Software,SalesTrack CRM,Yes
FLD190062,low,portal,Employee 4206,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8312 Emp Code 8312 Mobile 98xxxxxx34 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 24,01-06-2025 05:56:54 AM,03-06-2025 04:36:57 PM,Region West,Marketing,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190633,low,portal,Employee 1929,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8974 Emp Code 8974 Mobile 98xxxxxx76 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,IT Service Desk,Agent 14,09-03-2025 10:02:35 PM,,Region North,Field Sales,,,Yes
FLD190145,medium,email,Employee 6307,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7390 Emp Code 7390 Mobile 98xxxxxx25 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 31,21-05-2025 05:26:26 AM,23-05-2025 01:39:37 AM,Region North,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190083,high,email,Employee 4622,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6749 Emp Code 6749 Mobile 98xxxxxx88 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Field Support L1,Agent 11,29-04-2025 12:35:07 AM,,HQ,Quality,Application & Software,FieldHub - Attendance & Leave,No
FLD190683,low,portal,Employee 9928,sales assist not working,"sales assist not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4422 Emp Code 4422 Mobile 98xxxxxx28 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 15,10-03-2025 06:09:37 AM,15-03-2025 03:02:41 PM,Region North,Field Sales,,,Yes
FLD190627,medium,email,Employee 6201,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2972 Emp Code 2972 Mobile 98xxxxxx45 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 32,21-05-2025 04:37:57 AM,28-05-2025 10:39:51 PM,Region North,HR,,,Yes
FLD190265,medium,email,Employee 6458,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8881 Emp Code 8881 Mobile 98xxxxxx41 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Field Support L1,Agent 24,11-04-2025 07:34:47 AM,,Plant B,Field Sales,Application & Software,FieldHub - Reporting & Account,Yes
FLD190703,medium,portal,Employee 8154,"showing error, please help","showing error, please help. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8079 Emp Code 8079 Mobile 98xxxxxx39 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,IT Service Desk,Agent 22,01-04-2025 11:30:11 AM,,Plant A,R&D,,,Yes
FLD190019,medium,email,Employee 6741,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9983 Emp Code 9983 Mobile 98xxxxxx26 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 01,25-04-2025 08:13:09 PM,27-04-2025 05:48:22 PM,Region West,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190341,medium,portal,Employee 1935,Requesting for iPad slide is not working,"Requesting for iPad slide is not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8728 Emp Code 8728 Mobile 98xxxxxx37 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Field Support L2,Agent 21,19-04-2025 10:40:43 AM,,Plant A,Regulatory Affairs,Hardware & Devices,iPad,Yes
FLD190081,medium,email,Employee 8241,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1667 Emp Code 1667 Mobile 98xxxxxx15 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 09,06-06-2025 06:19:28 AM,06-06-2025 02:53:19 PM,Plant A,HR,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190016,high,portal,Employee 6726,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4612 Emp Code 4612 Mobile 98xxxxxx23 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 31,24-03-2025 05:41:50 AM,25-03-2025 09:06:30 AM,Plant B,HR,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190278,low,portal,Employee 7859,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5906 Emp Code 5906 Mobile 98xxxxxx68 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 22,01-03-2025 12:56:47 PM,01-03-2025 09:47:49 PM,Region South,Field Sales,Application & Software,FieldHub - Reporting & Account,Yes
FLD190586,medium,email,Employee 9118,VPN keeps disconnecting at plant network,"VPN keeps disconnecting at plant network. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8324 Emp Code 8324 Mobile 98xxxxxx73 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Transfer to GXP Support,Network Team,Agent 33,27-06-2025 06:13:56 PM,,Plant A,Marketing,Network & Connectivity,VPN,Yes
FLD190305,medium,portal,Employee 8154,DetailPro slides not syncing on iPad,"DetailPro slides not syncing on iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1210 Emp Code 1210 Mobile 98xxxxxx24 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L2,Agent 38,26-06-2025 03:59:18 PM,30-06-2025 11:05:19 AM,Region South,R&D,Application & Software,DetailPro CLM,Yes
FLD190680,medium,chat,Employee 9153,sales assist not working,"sales assist not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6668 Emp Code 6668 Mobile 98xxxxxx24 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 37,26-03-2025 11:41:02 PM,02-04-2025 12:28:12 AM,Plant B,R&D,,,Yes
FLD190239,urgent,portal,Employee 5400,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6214 Emp Code 6214 Mobile 98xxxxxx79 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 25,05-05-2025 06:37:56 AM,08-05-2025 03:22:39 AM,Plant B,R&D,Application & Software,SalesTrack CRM,Yes
FLD190623,low,email,Employee 6331,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4276 Emp Code 4276 Mobile 98xxxxxx47 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,IT Service Desk,Agent 35,05-06-2025 06:14:52 PM,11-06-2025 10:40:18 AM,Plant A,Field Sales,,,Yes
FLD190693,low,email,Employee 8522,"showing error, please help","showing error, please help. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2487 Emp Code 2487 Mobile 98xxxxxx33 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 09,30-05-2025 01:29:45 PM,02-06-2025 01:07:19 AM,Region North,Supply Chain,,,Yes
FLD190564,medium,portal,Employee 3617,Unable to use my Outlook on laptop,"Unable to use my Outlook on laptop. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4649 Emp Code 4649 Mobile 98xxxxxx86 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 16,20-04-2025 07:10:01 PM,21-04-2025 07:34:00 PM,Plant B,Regulatory Affairs,Communication Tools,Email/Outlook,Yes
FLD190436,medium,portal,Employee 3812,URGENT: password reset request and login issue,"URGENT: password reset request and login issue. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6144 Emp Code 6144 Mobile 98xxxxxx47 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 35,21-03-2025 10:32:57 PM,22-03-2025 05:13:40 AM,Plant B,Marketing,Access & Authentication,Login Issues,Yes
FLD190358,medium,portal,Employee 7657,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3845 Emp Code 3845 Mobile 98xxxxxx59 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 22,20-05-2025 10:32:18 AM,25-05-2025 03:21:40 PM,HQ,Field Sales,Hardware & Devices,iPad,No
FLD190700,medium,email,Employee 1076,"showing error, please help","showing error, please help. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2738 Emp Code 2738 Mobile 98xxxxxx27 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 12,11-05-2025 09:33:01 AM,16-05-2025 03:11:45 PM,Region North,Field Sales,,,Yes
FLD190370,medium,email,Employee 7829,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5944 Emp Code 5944 Mobile 98xxxxxx52 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Endpoint Team,Agent 12,22-06-2025 01:21:48 AM,24-06-2025 12:04:41 AM,Region North,Field Sales,Hardware & Devices,iPad,Yes
FLD190505,medium,email,Employee 4011,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6091 Emp Code 6091 Mobile 98xxxxxx60 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Endpoint Team,Agent 02,23-04-2025 04:29:38 AM,26-04-2025 12:40:48 AM,Plant A,Finance,Hardware & Devices,Mobile,Yes
FLD190197,medium,chat,Employee 8954,FieldHub attendance reset request 3 March,"FieldHub attendance reset request 24 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6434 Emp Code 6434 Mobile 98xxxxxx82 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 07,04-04-2025 05:46:35 PM,05-04-2025 12:52:33 AM,Region West,Marketing,Application & Software,FieldHub - Attendance & Leave,No
FLD190031,medium,email,Employee 3914,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1297 Emp Code 1297 Mobile 98xxxxxx42 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 01,07-04-2025 10:32:17 AM,09-04-2025 06:11:02 PM,Plant A,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190295,medium,email,Employee 2102,DetailPro slides not syncing on iPad,"DetailPro slides not syncing on iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9340 Emp Code 9340 Mobile 98xxxxxx44 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L2,Agent 14,16-03-2025 06:04:58 PM,20-03-2025 10:05:27 AM,Plant B,Finance,Application & Software,DetailPro CLM,Yes
FLD190010,medium,portal,Employee 6220,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9445 Emp Code 9445 Mobile 98xxxxxx89 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 04,22-03-2025 09:08:50 PM,23-03-2025 11:03:12 AM,Region North,R&D,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190579,medium,portal,Employee 1046,Payslip not visible for last month,"Payslip not visible for last month. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2314 Emp Code 2314 Mobile 98xxxxxx70 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,HR Helpdesk,Agent 14,09-04-2025 05:04:02 AM,11-04-2025 11:30:25 AM,Region North,Field Sales,HR & Payroll,Payslip,Yes
FLD190621,medium,email,Employee 2217,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4087 Emp Code 4087 Mobile 98xxxxxx56 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,IT Service Desk,Agent 31,13-06-2025 03:24:45 AM,,Plant A,Field Sales,,,Yes
FLD190363,medium,portal,Employee 5003,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1855 Emp Code 1855 Mobile 98xxxxxx31 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Endpoint Team,Agent 20,28-03-2025 06:10:17 AM,,HQ,HR,Hardware & Devices,iPad,Yes
FLD190463,medium,email,Employee 2542,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9122 Emp Code 9122 Mobile 98xxxxxx53 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 24,24-04-2025 06:21:39 PM,24-04-2025 11:12:50 PM,Plant A,HR,Access & Authentication,Login Issues,Yes
FLD190327,high,email,Employee 7238,Requesting for iPad slide is not working,"Requesting for iPad slide is not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4669 Emp Code 4669 Mobile 98xxxxxx93 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L2,Agent 15,20-03-2025 10:44:38 PM,25-03-2025 08:57:50 AM,Region North,Supply Chain,Hardware & Devices,iPad,Yes
FLD190146,high,email,Employee 4196,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3571 Emp Code 3571 Mobile 98xxxxxx38 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Field Support L1,Agent 40,05-06-2025 09:45:20 PM,,HQ,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190331,medium,email,Employee 5346,Requesting for iPad slide is not working,"Requesting for iPad slide is not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3158 Emp Code 3158 Mobile 98xxxxxx19 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L2,Agent 21,21-03-2025 11:28:07 AM,,Plant A,Field Sales,Hardware & Devices,iPad,Yes
FLD190046,urgent,portal,Employee 6909,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5508 Emp Code 5508 Mobile 98xxxxxx16 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 07,04-04-2025 06:43:08 PM,06-04-2025 01:26:09 AM,Plant A,Finance,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190015,medium,email,Employee 4714,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9073 Emp Code 9073 Mobile 98xxxxxx55 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 02,03-06-2025 02:35:23 PM,04-06-2025 07:51:35 AM,Plant A,Quality,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190655,medium,portal,Employee 7539,sales assist not working,"sales assist not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5187 Emp Code 5187 Mobile 98xxxxxx41 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 35,07-06-2025 05:59:11 AM,,Region West,Field Sales,,,Yes
FLD190346,low,email,Employee 5463,Requesting for iPad slide is not working,"Requesting for iPad slide is not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1077 Emp Code 1077 Mobile 98xxxxxx32 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L2,Agent 16,14-06-2025 12:22:22 AM,15-06-2025 09:47:27 AM,Plant A,Field Sales,Hardware & Devices,iPad,Yes
FLD190379,high,email,Employee 1682,Remove remote management from my old iPad,"Remove remote management from my old iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8811 Emp Code 8811 Mobile 98xxxxxx55 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Endpoint Team,Agent 26,09-06-2025 07:59:19 PM,12-06-2025 04:39:24 PM,Region North,Finance,Hardware & Devices,iPad,Yes
FLD190192,medium,portal,Employee 8418,FieldHub attendance reset request 17 March,"FieldHub attendance reset request 2 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4374 Emp Code 4374 Mobile 98xxxxxx64 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 33,22-06-2025 10:52:57 PM,24-06-2025 02:01:22 AM,Plant B,Marketing,Application & Software,FieldHub - Attendance & Leave,Yes
